SalesKey,OrderDate,ProductKey,CustomerKey,GeographyKey,Quantity,NetPrice,SalesAmount
61,2008-01-01,2492,18813,279,1,23.7405,23.7405
62,2008-01-01,2492,18813,279,1,23.7405,23.7405
63,2008-01-01,2492,18813,279,1,23.7405,23.7405
64,2008-01-01,2492,18813,279,1,23.7405,23.7405
65,2008-01-01,2492,18813,279,1,23.7405,23.7405
66,2008-01-01,2492,18813,279,1,23.7405,23.7405
67,2008-01-01,2492,18813,279,1,23.7405,23.7405
68,2008-01-01,2492,18813,279,1,23.7405,23.7405
69,2008-01-01,2492,18813,279,1,23.7405,23.7405
70,2008-01-01,2492,18813,279,1,23.7405,23.7405
71,2008-01-01,2492,18813,279,1,23.7405,23.7405
72,2008-01-01,2492,18813,279,1,23.7405,23.7405
73,2008-01-01,2492,18813,279,1,23.7405,23.7405
74,2008-01-01,2492,18813,279,1,23.7405,23.7405
75,2008-01-01,2492,18813,279,1,23.7405,23.7405
76,2008-01-01,2492,18813,279,1,23.7405,23.7405
77,2008-01-01,2492,18813,279,1,23.7405,23.7405
78,2008-01-01,2492,18813,279,1,23.7405,23.7405
79,2008-01-01,2492,18813,279,1,23.7405,23.7405
80,2008-01-01,2492,18813,279,1,23.7405,23.7405
81,2008-01-01,2492,18813,279,1,23.7405,23.7405
82,2008-01-01,2492,18813,279,1,23.7405,23.7405
83,2008-01-01,2492,18813,279,1,23.7405,23.7405
84,2008-01-01,2492,18813,279,1,23.7405,23.7405
85,2008-01-01,2492,18813,279,1,23.7405,23.7405
86,2008-01-01,2492,18813,279,1,23.7405,23.7405
87,2008-01-01,2492,18813,279,1,23.7405,23.7405
88,2008-01-01,2492,18813,279,1,23.7405,23.7405
89,2008-01-01,2492,18813,279,1,23.7405,23.7405
90,2008-01-01,2492,18813,279,1,23.7405,23.7405
91,2008-01-01,2492,18813,279,1,23.7405,23.7405
92,2008-01-01,2492,18813,279,1,23.7405,23.7405
93,2008-01-01,2492,18813,279,1,23.7405,23.7405
94,2008-01-01,2492,18813,279,1,23.7405,23.7405
95,2008-01-01,2492,18813,279,1,23.7405,23.7405
96,2008-01-01,2492,18813,279,1,23.7405,23.7405
97,2008-01-01,2492,18813,279,1,23.7405,23.7405
98,2008-01-01,2492,18813,279,1,23.7405,23.7405
99,2008-01-01,2492,18813,279,1,23.7405,23.7405
100,2008-01-01,2492,18813,279,1,23.7405,23.7405
101,2008-01-01,2492,18813,279,1,23.7405,23.7405
102,2008-01-01,2492,18813,279,1,23.7405,23.7405
103,2008-01-01,2492,18813,279,1,23.7405,23.7405
104,2008-01-01,2492,18813,279,1,23.7405,23.7405
105,2008-01-01,2492,18813,279,1,23.7405,23.7405
106,2008-01-01,2492,18813,279,1,23.7405,23.7405
107,2008-01-01,2492,18813,279,1,23.7405,23.7405
108,2008-01-01,2492,18813,279,1,23.7405,23.7405
109,2008-01-01,2492,18813,279,1,23.7405,23.7405
110,2008-01-01,2492,18813,279,1,23.7405,23.7405
111,2008-01-01,2492,18813,279,1,23.7405,23.7405
112,2008-01-01,2492,18813,279,1,23.7405,23.7405
113,2008-01-01,2492,18813,279,1,23.7405,23.7405
114,2008-01-01,2492,18813,279,1,23.7405,23.7405
115,2008-01-01,2492,18813,279,1,23.7405,23.7405
116,2008-01-01,2492,18813,279,1,23.7405,23.7405
117,2008-01-01,2492,18813,279,1,23.7405,23.7405
118,2008-01-01,2492,18813,279,1,23.7405,23.7405
119,2008-01-01,2492,18813,279,1,23.7405,23.7405
120,2008-01-01,2492,18813,279,1,23.7405,23.7405
121,2008-01-01,2492,18813,279,1,23.7405,23.7405
122,2008-01-01,2492,18813,279,1,23.7405,23.7405
123,2008-01-01,2492,18813,279,1,23.7405,23.7405
124,2008-01-01,2492,18813,279,1,23.7405,23.7405
125,2008-01-01,2492,18813,279,1,23.7405,23.7405
126,2008-01-01,2492,18813,279,1,23.7405,23.7405
127,2008-01-01,2492,18813,279,1,23.7405,23.7405
128,2008-01-01,2492,18813,279,1,23.7405,23.7405
129,2008-01-01,2492,18813,279,1,23.7405,23.7405
130,2008-01-01,2492,18813,279,1,23.7405,23.7405
131,2008-01-01,2492,18813,279,1,23.7405,23.7405
132,2008-01-01,2492,18813,279,1,23.7405,23.7405
133,2008-01-01,2492,18813,279,1,23.7405,23.7405
134,2008-01-01,2492,18813,279,1,23.7405,23.7405
135,2008-01-01,2492,18813,279,1,23.7405,23.7405
136,2008-01-01,2492,18813,279,1,23.7405,23.7405
137,2008-01-01,2492,18813,279,1,23.7405,23.7405
138,2008-01-01,2492,18813,279,1,23.7405,23.7405
139,2008-01-01,2492,18813,279,1,23.7405,23.7405
140,2008-01-01,2492,18813,279,1,23.7405,23.7405
141,2008-01-01,2492,18813,279,1,23.7405,23.7405
142,2008-01-01,2492,18813,279,1,23.7405,23.7405
143,2008-01-01,2492,18813,279,1,23.7405,23.7405
144,2008-01-01,2492,18813,279,1,23.7405,23.7405
145,2008-01-01,1763,4751,44,1,94.7625,94.7625
146,2008-01-01,1763,4760,196,1,94.7625,94.7625
147,2008-01-01,1763,4764,284,1,94.7625,94.7625
148,2008-01-01,1763,4773,82,1,94.7625,94.7625
149,2008-01-01,1763,4774,69,1,94.7625,94.7625
150,2008-01-01,1763,4775,274,1,94.7625,94.7625
151,2008-01-01,1763,4776,255,1,94.7625,94.7625
152,2008-01-01,1763,4777,74,1,94.7625,94.7625
153,2008-01-01,1763,4778,276,1,94.7625,94.7625
154,2008-01-01,1763,4779,262,1,94.7625,94.7625
155,2008-01-01,1763,4781,47,1,94.7625,94.7625
156,2008-01-01,1763,4782,81,1,94.7625,94.7625
157,2008-01-01,1763,4783,286,1,94.7625,94.7625
158,2008-01-01,1763,4815,48,1,94.7625,94.7625
159,2008-01-01,2124,17160,45,1,422.75,422.75
160,2008-01-01,2124,17163,64,1,422.75,422.75
161,2008-01-01,2124,17165,67,1,422.75,422.75
162,2008-01-01,197,17599,80,1,284.905,284.905
163,2008-01-01,197,17600,279,1,284.905,284.905
164,2008-01-01,197,17602,76,1,284.905,284.905
165,2008-01-01,197,17604,79,1,284.905,284.905
166,2008-01-01,197,17605,196,1,284.905,284.905
167,2008-01-01,197,17607,76,1,284.905,284.905
168,2008-01-01,192,5963,62,1,569.05,569.05
169,2008-01-01,192,5964,72,1,569.05,569.05
170,2008-01-01,192,5966,53,1,569.05,569.05
171,2008-01-01,192,5967,69,1,569.05,569.05
172,2008-01-01,192,5968,202,1,569.05,569.05
173,2008-01-01,192,5969,80,1,569.05,569.05
174,2008-01-01,192,5971,274,1,569.05,569.05
175,2008-01-01,1776,15265,87,1,40.85,40.85
176,2008-01-01,1776,15266,196,1,40.85,40.85
177,2008-01-01,1776,15267,255,1,40.85,40.85
178,2008-01-01,1776,15269,45,1,40.85,40.85
179,2008-01-01,1776,15272,80,1,40.85,40.85
180,2008-01-01,1666,13528,83,1,16.0455,16.0455
181,2008-01-01,1666,13529,56,1,16.0455,16.0455
182,2008-01-01,1666,13530,45,1,16.0455,16.0455
183,2008-01-01,1666,13531,258,1,16.0455,16.0455
184,2008-01-01,1666,13999,48,1,16.0455,16.0455
185,2008-01-01,1666,14000,53,1,16.0455,16.0455
186,2008-01-01,1666,14155,47,1,16.0455,16.0455
187,2008-01-01,1666,14156,57,1,16.0455,16.0455
188,2008-01-01,1666,14162,73,1,16.0455,16.0455
189,2008-01-01,1666,14163,86,1,16.0455,16.0455
190,2008-01-01,1666,14170,77,1,16.0455,16.0455
191,2008-01-01,1666,14185,56,1,16.0455,16.0455
192,2008-01-01,1666,14186,78,1,16.0455,16.0455
193,2008-01-01,1666,14192,72,1,16.0455,16.0455
194,2008-01-01,1666,14966,74,1,16.0455,16.0455
195,2008-01-01,1666,14967,80,1,16.0455,16.0455
196,2008-01-01,1666,15058,47,1,16.0455,16.0455
197,2008-01-01,1666,15060,77,1,16.0455,16.0455
198,2008-01-01,1666,15061,82,1,16.0455,16.0455
199,2008-01-01,1666,15062,88,1,16.0455,16.0455
200,2008-01-01,1666,15066,45,1,16.0455,16.0455
201,2008-01-01,1666,15083,68,1,16.0455,16.0455
202,2008-01-01,1666,15084,82,1,16.0455,16.0455
203,2008-01-01,1666,15085,85,1,16.0455,16.0455
204,2008-01-01,1666,15090,44,1,16.0455,16.0455
205,2008-01-01,1666,15091,44,1,16.0455,16.0455
206,2008-01-01,1666,15092,84,1,16.0455,16.0455
207,2008-01-01,1666,15099,87,1,16.0455,16.0455
208,2008-01-01,1666,15107,71,1,16.0455,16.0455
209,2008-01-01,1666,15108,74,1,16.0455,16.0455
210,2008-01-01,1666,15109,82,1,16.0455,16.0455
211,2008-01-01,1666,15204,65,1,16.0455,16.0455
212,2008-01-01,1666,15539,44,1,16.0455,16.0455
213,2008-01-01,1666,15541,56,1,16.0455,16.0455
214,2008-01-01,1666,15594,65,1,16.0455,16.0455
215,2008-01-01,1666,15685,45,1,16.0455,16.0455
216,2008-01-01,1666,15691,47,1,16.0455,16.0455
217,2008-01-01,1666,15692,47,1,16.0455,16.0455
218,2008-01-01,1666,15699,65,1,16.0455,16.0455
219,2008-01-01,1666,15705,46,1,16.0455,16.0455
220,2008-01-01,1666,15706,82,1,16.0455,16.0455
221,2008-01-01,1666,15708,46,1,16.0455,16.0455
222,2008-01-01,1666,15709,53,1,16.0455,16.0455
223,2008-01-01,1666,15723,60,1,16.0455,16.0455
224,2008-01-01,1666,15724,85,1,16.0455,16.0455
225,2008-01-01,1666,16453,88,1,16.0455,16.0455
226,2008-01-01,1666,16460,47,1,16.0455,16.0455
227,2008-01-01,1666,16461,53,1,16.0455,16.0455
228,2008-01-01,1666,16528,57,1,16.0455,16.0455
229,2008-01-01,1666,16529,71,1,16.0455,16.0455
230,2008-01-01,1666,16530,79,1,16.0455,16.0455
231,2008-01-01,1666,16616,66,1,16.0455,16.0455
232,2008-01-01,1666,16620,53,1,16.0455,16.0455
233,2008-01-01,1666,16621,56,1,16.0455,16.0455
234,2008-01-01,1666,16622,84,1,16.0455,16.0455
235,2008-01-01,1666,16631,53,1,16.0455,16.0455
236,2008-01-01,1666,16632,76,1,16.0455,16.0455
237,2008-01-01,1666,16641,57,1,16.0455,16.0455
238,2008-01-01,1666,16642,61,1,16.0455,16.0455
239,2008-01-01,1666,16646,58,1,16.0455,16.0455
240,2008-01-01,1666,16647,65,1,16.0455,16.0455
241,2008-01-01,1666,16648,82,1,16.0455,16.0455
242,2008-01-01,1666,16662,73,1,16.0455,16.0455
243,2008-01-01,1666,16664,83,1,16.0455,16.0455
244,2008-01-01,1666,16665,87,1,16.0455,16.0455
245,2008-01-01,1666,17076,279,1,16.0455,16.0455
246,2008-01-01,1666,17077,78,1,16.0455,16.0455
247,2008-01-01,1666,17084,44,1,16.0455,16.0455
248,2008-01-01,1666,17085,45,1,16.0455,16.0455
249,2008-01-01,1666,17147,72,1,16.0455,16.0455
250,2008-01-01,1666,17236,58,1,16.0455,16.0455
251,2008-01-01,1666,17237,59,1,16.0455,16.0455
252,2008-01-01,1666,17238,60,1,16.0455,16.0455
253,2008-01-01,1666,17239,62,1,16.0455,16.0455
254,2008-01-01,1666,17243,53,1,16.0455,16.0455
255,2008-01-01,1666,17244,68,1,16.0455,16.0455
256,2008-01-01,1666,17245,86,1,16.0455,16.0455
257,2008-01-01,1666,17253,74,1,16.0455,16.0455
258,2008-01-01,1666,17254,87,1,16.0455,16.0455
259,2008-01-01,1666,17260,84,1,16.0455,16.0455
260,2008-01-01,1666,17268,48,1,16.0455,16.0455
261,2008-01-01,1666,17269,57,1,16.0455,16.0455
262,2008-01-01,1666,17288,57,1,16.0455,16.0455
263,2008-01-01,1666,17289,57,1,16.0455,16.0455
264,2008-01-01,1666,17290,78,1,16.0455,16.0455
265,2008-01-01,1666,18049,45,1,16.0455,16.0455
266,2008-01-01,1666,18128,56,1,16.0455,16.0455
267,2008-01-01,1666,18129,64,1,16.0455,16.0455
268,2008-01-01,1666,18130,82,1,16.0455,16.0455
269,2008-01-01,1666,18220,53,1,16.0455,16.0455
270,2008-01-01,1666,18221,56,1,16.0455,16.0455
271,2008-01-01,1666,18222,76,1,16.0455,16.0455
272,2008-01-01,1666,18229,74,1,16.0455,16.0455
273,2008-01-01,1666,18235,59,1,16.0455,16.0455
274,2008-01-01,1666,18236,61,1,16.0455,16.0455
275,2008-01-01,1666,18237,61,1,16.0455,16.0455
276,2008-01-01,1666,18239,86,1,16.0455,16.0455
277,2008-01-01,1666,18240,86,1,16.0455,16.0455
278,2008-01-01,1666,18244,44,1,16.0455,16.0455
279,2008-01-01,1666,18245,53,1,16.0455,16.0455
280,2008-01-01,1666,18246,77,1,16.0455,16.0455
281,2008-01-01,1666,18252,46,1,16.0455,16.0455
282,2008-01-01,1666,18253,77,1,16.0455,16.0455
283,2008-01-01,1666,18262,82,1,16.0455,16.0455
284,2008-01-01,1666,18275,68,1,16.0455,16.0455
285,2008-01-01,1666,18355,269,1,16.0455,16.0455
286,2008-01-01,1666,82,57,1,16.0455,16.0455
287,2008-01-01,1666,83,62,1,16.0455,16.0455
288,2008-01-01,1666,84,69,1,16.0455,16.0455
289,2008-01-01,1666,174,205,1,16.0455,16.0455
290,2008-01-01,1666,175,71,1,16.0455,16.0455
291,2008-01-01,1666,178,80,1,16.0455,16.0455
292,2008-01-01,2145,18813,279,1,123.405,123.405
293,2008-01-01,2145,18813,279,1,123.405,123.405
294,2008-01-01,2145,18813,279,1,123.405,123.405
295,2008-01-01,2145,18813,279,1,123.405,123.405
296,2008-01-01,2145,18813,279,1,123.405,123.405
297,2008-01-01,2145,18813,279,1,123.405,123.405
298,2008-01-01,2145,18813,279,1,123.405,123.405
299,2008-01-01,744,18813,279,1,37.905,37.905
300,2008-01-01,744,18813,279,1,37.905,37.905
301,2008-01-01,744,18813,279,1,37.905,37.905
302,2008-01-01,744,18813,279,1,37.905,37.905
303,2008-01-01,744,18813,279,1,37.905,37.905
304,2008-01-01,744,18813,279,1,37.905,37.905
305,2008-01-01,744,18813,279,1,37.905,37.905
306,2008-01-01,2053,18813,279,1,94.9905,94.9905
307,2008-01-01,2053,18813,279,1,94.9905,94.9905
308,2008-01-01,2053,18813,279,1,94.9905,94.9905
309,2008-01-01,2053,18813,279,1,94.9905,94.9905
310,2008-01-01,2053,18813,279,1,94.9905,94.9905
311,2008-01-01,2053,18813,279,1,94.9905,94.9905
312,2008-01-01,2053,18813,279,1,94.9905,94.9905
313,2008-01-01,2365,18813,279,1,379.9905,379.9905
314,2008-01-01,2365,18813,279,1,379.9905,379.9905
315,2008-01-01,2365,18813,279,1,379.9905,379.9905
316,2008-01-01,2365,18813,279,1,379.9905,379.9905
317,2008-01-01,2365,18813,279,1,379.9905,379.9905
318,2008-01-01,2365,18813,279,1,379.9905,379.9905
319,2008-01-01,2365,18813,279,1,379.9905,379.9905
320,2008-01-01,1270,18813,279,1,6.6025,6.6025
321,2008-01-01,1270,18813,279,1,6.6025,6.6025
322,2008-01-01,1270,18813,279,1,6.6025,6.6025
323,2008-01-01,1270,18813,279,1,6.6025,6.6025
324,2008-01-01,1270,18813,279,1,6.6025,6.6025
325,2008-01-01,1270,18813,279,1,6.6025,6.6025
326,2008-01-01,1270,18813,279,1,6.6025,6.6025
327,2008-01-01,1497,18813,279,1,253.65,253.65
328,2008-01-01,1497,18813,279,1,253.65,253.65
329,2008-01-01,1497,18813,279,1,253.65,253.65
330,2008-01-01,1497,18813,279,1,253.65,253.65
331,2008-01-01,1497,18813,279,1,253.65,253.65
332,2008-01-01,1497,18813,279,1,253.65,253.65
333,2008-01-01,1497,18813,279,1,253.65,253.65
334,2008-01-01,1452,18813,279,1,278.35,278.35
335,2008-01-01,1452,18813,279,1,278.35,278.35
336,2008-01-01,1452,18813,279,1,278.35,278.35
337,2008-01-01,1452,18813,279,1,278.35,278.35
338,2008-01-01,1452,18813,279,1,278.35,278.35
339,2008-01-01,1452,18813,279,1,278.35,278.35
340,2008-01-01,1452,18813,279,1,278.35,278.35
341,2008-01-01,2206,18813,279,1,604.1905,604.1905
342,2008-01-01,2206,18813,279,1,604.1905,604.1905
343,2008-01-01,2206,18813,279,1,604.1905,604.1905
344,2008-01-01,2206,18813,279,1,604.1905,604.1905
345,2008-01-01,2206,18813,279,1,604.1905,604.1905
346,2008-01-01,2206,18813,279,1,604.1905,604.1905
347,2008-01-01,2206,18813,279,1,604.1905,604.1905
348,2008-01-01,1552,18813,279,1,378.1,378.1
349,2008-01-01,1552,18813,279,1,378.1,378.1
350,2008-01-01,1552,18813,279,1,378.1,378.1
351,2008-01-01,1552,18813,279,1,378.1,378.1
352,2008-01-01,1552,18813,279,1,378.1,378.1
353,2008-01-01,1552,18813,279,1,378.1,378.1
354,2008-01-01,1552,18813,279,1,378.1,378.1
355,2008-01-01,956,18813,279,1,188.1,188.1
356,2008-01-01,956,18813,279,1,188.1,188.1
357,2008-01-01,956,18813,279,1,188.1,188.1
358,2008-01-01,956,18813,279,1,188.1,188.1
359,2008-01-01,956,18813,279,1,188.1,188.1
360,2008-01-01,956,18813,279,1,188.1,188.1
361,2008-01-01,956,18813,279,1,188.1,188.1
362,2008-01-01,755,18813,279,1,24.225,24.225
363,2008-01-01,755,18813,279,1,24.225,24.225
364,2008-01-01,755,18813,279,1,24.225,24.225
365,2008-01-01,755,18813,279,1,24.225,24.225
366,2008-01-01,755,18813,279,1,24.225,24.225
367,2008-01-01,755,18813,279,1,24.225,24.225
368,2008-01-01,755,18813,279,1,24.225,24.225
369,2008-01-01,755,18813,279,1,24.225,24.225
370,2008-01-01,2382,18813,279,1,104.4905,104.4905
371,2008-01-01,2382,18813,279,1,104.4905,104.4905
372,2008-01-01,2382,18813,279,1,104.4905,104.4905
373,2008-01-01,2382,18813,279,1,104.4905,104.4905
374,2008-01-01,2382,18813,279,1,104.4905,104.4905
375,2008-01-01,2382,18813,279,1,104.4905,104.4905
376,2008-01-01,2382,18813,279,1,104.4905,104.4905
377,2008-01-01,1253,18813,279,1,18.9905,18.9905
378,2008-01-01,1253,18813,279,1,18.9905,18.9905
379,2008-01-01,1253,18813,279,1,18.9905,18.9905
380,2008-01-01,1253,18813,279,1,18.9905,18.9905
381,2008-01-01,1253,18813,279,1,18.9905,18.9905
382,2008-01-01,1253,18813,279,1,18.9905,18.9905
383,2008-01-01,1253,18813,279,1,18.9905,18.9905
384,2008-01-01,1230,18813,279,1,1453.5,1453.5
385,2008-01-01,1230,18813,279,1,1453.5,1453.5
386,2008-01-01,1230,18813,279,1,1453.5,1453.5
387,2008-01-01,1230,18813,279,1,1453.5,1453.5
388,2008-01-01,1230,18813,279,1,1453.5,1453.5
389,2008-01-01,1230,18813,279,1,1453.5,1453.5
390,2008-01-01,1230,18813,279,1,1453.5,1453.5
391,2008-01-01,1322,18813,279,1,31.3405,31.3405
392,2008-01-01,1322,18813,279,1,31.3405,31.3405
393,2008-01-01,1322,18813,279,1,31.3405,31.3405
394,2008-01-01,1322,18813,279,1,31.3405,31.3405
395,2008-01-01,1322,18813,279,1,31.3405,31.3405
396,2008-01-01,1322,18813,279,1,31.3405,31.3405
397,2008-01-01,1322,18813,279,1,31.3405,31.3405
398,2008-01-01,929,18813,279,1,32.2905,32.2905
399,2008-01-01,929,18813,279,1,32.2905,32.2905
400,2008-01-01,929,18813,279,1,32.2905,32.2905
401,2008-01-01,929,18813,279,1,32.2905,32.2905
402,2008-01-01,929,18813,279,1,32.2905,32.2905
403,2008-01-01,929,18813,279,1,32.2905,32.2905
404,2008-01-01,929,18813,279,1,32.2905,32.2905
405,2008-01-01,1261,18813,279,1,35.1405,35.1405
406,2008-01-01,1261,18813,279,1,35.1405,35.1405
407,2008-01-01,1261,18813,279,1,35.1405,35.1405
408,2008-01-01,1261,18813,279,1,35.1405,35.1405
409,2008-01-01,1261,18813,279,1,35.1405,35.1405
410,2008-01-01,1261,18813,279,1,35.1405,35.1405
411,2008-01-01,1261,18813,279,1,35.1405,35.1405
412,2008-01-01,933,18813,279,1,52.25,52.25
413,2008-01-01,933,18813,279,1,52.25,52.25
414,2008-01-01,933,18813,279,1,52.25,52.25
415,2008-01-01,933,18813,279,1,52.25,52.25
416,2008-01-01,933,18813,279,1,52.25,52.25
417,2008-01-01,933,18813,279,1,52.25,52.25
418,2008-01-01,933,18813,279,1,52.25,52.25
419,2008-01-01,933,18813,279,1,52.25,52.25
420,2008-01-01,2290,18813,279,1,113.9905,113.9905
421,2008-01-01,2290,18813,279,1,113.9905,113.9905
422,2008-01-01,2290,18813,279,1,113.9905,113.9905
423,2008-01-01,2290,18813,279,1,113.9905,113.9905
424,2008-01-01,2290,18813,279,1,113.9905,113.9905
425,2008-01-01,2290,18813,279,1,113.9905,113.9905
426,2008-01-01,2290,18813,279,1,113.9905,113.9905
427,2008-01-01,2345,18813,279,1,218.4905,218.4905
428,2008-01-01,2345,18813,279,1,218.4905,218.4905
429,2008-01-01,2345,18813,279,1,218.4905,218.4905
430,2008-01-01,2345,18813,279,1,218.4905,218.4905
431,2008-01-01,2345,18813,279,1,218.4905,218.4905
432,2008-01-01,2345,18813,279,1,218.4905,218.4905
433,2008-01-01,2345,18813,279,1,218.4905,218.4905
434,2008-01-01,1646,18813,279,1,151.9905,151.9905
435,2008-01-01,1646,18813,279,1,151.9905,151.9905
436,2008-01-01,1646,18813,279,1,151.9905,151.9905
437,2008-01-01,1646,18813,279,1,151.9905,151.9905
438,2008-01-01,1646,18813,279,1,151.9905,151.9905
439,2008-01-01,1646,18813,279,1,151.9905,151.9905
440,2008-01-01,1646,18813,279,1,151.9905,151.9905
441,2008-01-01,1010,18813,279,1,177.555,177.555
442,2008-01-01,1010,18813,279,1,177.555,177.555
443,2008-01-01,1010,18813,279,1,177.555,177.555
444,2008-01-01,1010,18813,279,1,177.555,177.555
445,2008-01-01,1010,18813,279,1,177.555,177.555
446,2008-01-01,1010,18813,279,1,177.555,177.555
447,2008-01-01,1010,18813,279,1,177.555,177.555
448,2008-01-01,300,18813,279,1,208.05,208.05
449,2008-01-01,300,18813,279,1,208.05,208.05
450,2008-01-01,300,18813,279,1,208.05,208.05
451,2008-01-01,300,18813,279,1,208.05,208.05
452,2008-01-01,300,18813,279,1,208.05,208.05
453,2008-01-01,300,18813,279,1,208.05,208.05
454,2008-01-01,300,18813,279,1,208.05,208.05
455,2008-01-01,1186,18813,279,1,817.0,817.0
456,2008-01-01,1186,18813,279,1,817.0,817.0
457,2008-01-01,1186,18813,279,1,817.0,817.0
458,2008-01-01,1186,18813,279,1,817.0,817.0
459,2008-01-01,1186,18813,279,1,817.0,817.0
460,2008-01-01,1186,18813,279,1,817.0,817.0
461,2008-01-01,1186,18813,279,1,817.0,817.0
462,2008-01-01,2173,18813,279,1,154.85,154.85
463,2008-01-01,2173,18813,279,1,154.85,154.85
464,2008-01-01,2173,18813,279,1,154.85,154.85
465,2008-01-01,2173,18813,279,1,154.85,154.85
466,2008-01-01,2173,18813,279,1,154.85,154.85
467,2008-01-01,2173,18813,279,1,154.85,154.85
468,2008-01-01,2173,18813,279,1,154.85,154.85
469,2008-01-01,2104,18813,279,1,244.625,244.625
470,2008-01-01,2104,18813,279,1,244.625,244.625
471,2008-01-01,2104,18813,279,1,244.625,244.625
472,2008-01-01,2104,18813,279,1,244.625,244.625
473,2008-01-01,2104,18813,279,1,244.625,244.625
474,2008-01-01,2104,18813,279,1,244.625,244.625
475,2008-01-01,2104,18813,279,1,244.625,244.625
476,2008-01-01,1553,18813,279,1,254.6,254.6
477,2008-01-01,1553,18813,279,1,254.6,254.6
478,2008-01-01,1553,18813,279,1,254.6,254.6
479,2008-01-01,1553,18813,279,1,254.6,254.6
480,2008-01-01,1553,18813,279,1,254.6,254.6
481,2008-01-01,1553,18813,279,1,254.6,254.6
482,2008-01-01,1553,18813,279,1,254.6,254.6
483,2008-01-01,1628,18813,279,1,13.1955,13.1955
484,2008-01-01,1628,18813,279,1,13.1955,13.1955
485,2008-01-01,1628,18813,279,1,13.1955,13.1955
486,2008-01-01,1628,18813,279,1,13.1955,13.1955
487,2008-01-01,1628,18813,279,1,13.1955,13.1955
488,2008-01-01,1628,18813,279,1,13.1955,13.1955
489,2008-01-01,1628,18813,279,1,13.1955,13.1955
